,gym_id,level,spawn,start,end,pokemon_id,cp,move_1,move_2,last_scanned
19,52732cd64bf04752b8fee93c3b7e5a13.16,5,2018-02-21 10:21:19,2018-02-21 11:21:19,2018-02-21 12:06:19,384.0,45468.0,255.0,62.0,2018-02-21 11:34:22
20,52ac1cf211b24288addcde1a5f60897c.16,5,2018-02-21 08:06:02,2018-02-21 09:06:02,2018-02-21 09:51:02,384.0,45468.0,253.0,45.0,2018-02-21 09:51:04
21,56655857450a468ca7875eb35ac86ee2.16,5,2018-02-21 08:33:52,2018-02-21 09:33:52,2018-02-21 10:18:52,384.0,45468.0,253.0,277.0,2018-02-21 10:18:41
22,60e877cc2e2147b4be49f6e12478df3c.16,5,2018-02-20 10:29:17,2018-02-20 11:29:17,2018-02-20 12:14:17,384.0,45468.0,253.0,45.0,2018-02-20 12:14:15
23,72985951ba674deba9326ab9eda56760.16,2,2018-02-20 15:07:38,2018-02-20 16:07:38,2018-02-20 16:52:38,303.0,9403.0,202.0,20.0,2018-02-20 16:49:47
24,828db0e5a523405987aa8d6c4c247e0d.16,3,2018-02-21 08:03:41,2018-02-21 09:03:41,2018-02-21 09:48:41,68.0,18144.0,229.0,246.0,2018-02-21 09:48:16
25,8c2b38834cab46829b30c374a653eddc.16,2,2018-02-21 08:29:56,2018-02-21 09:29:56,2018-02-21 10:14:56,91.0,15678.0,217.0,107.0,2018-02-21 10:15:11
26,940fb99da7db4023bcbe9d98b2ff98cd.16,3,2018-02-20 18:44:45,2018-02-20 19:44:45,2018-02-20 20:29:45,124.0,18296.0,218.0,60.0,2018-02-20 20:28:37
27,a418d8928bc942658c287c47a125adcf.16,3,2018-02-20 11:38:10,2018-02-20 12:38:10,2018-02-20 13:23:10,221.0,13663.0,217.0,32.0,2018-02-20 13:22:46
28,a95b698c72ec494e86b2cb8ebdcbf0c5.16,2,2018-02-21 09:10:31,2018-02-21 10:10:31,2018-02-21 10:55:31,87.0,9216.0,218.0,40.0,2018-02-21 10:55:28
29,adcc7f12b03445a9b3e10a01ca7e4ded.16,2,2018-02-21 08:09:10,2018-02-21 09:09:10,2018-02-21 09:54:10,302.0,8266.0,238.0,280.0,2018-02-21 09:52:40
30,b0bc2da4492948e9a63b374841c94882.11,5,2018-02-21 11:16:28,2018-02-21 12:16:28,2018-02-21 13:01:28,,,,,2018-02-21 11:34:13
31,b80bbf223db04faa8b0122c45683942c.16,1,2018-02-21 10:17:06,2018-02-21 11:17:06,2018-02-21 12:02:06,129.0,1165.0,231.0,133.0,2018-02-21 11:33:52
32,cbad102126ca4a88aa7f9aa5bec84cbb.16,4,2018-02-21 08:42:30,2018-02-21 09:42:30,2018-02-21 10:27:30,359.0,26262.0,278.0,78.0,2018-02-21 10:27:24
33,d32a4483829c46bfabe6c32e6993f3ae.16,2,2018-02-21 10:02:21,2018-02-21 11:02:21,2018-02-21 11:47:21,302.0,8266.0,213.0,66.0,2018-02-21 11:32:20
34,d7c4c6813ad5494d823bba29bc3bae80.16,3,2018-02-20 20:26:27,2018-02-20 21:26:27,2018-02-20 22:11:27,124.0,18296.0,218.0,254.0,2018-02-20 22:11:16
35,df179b66e3444d18ae16783a1c377acb.16,1,2018-02-20 19:22:43,2018-02-20 20:22:43,2018-02-20 21:07:43,333.0,2766.0,263.0,45.0,2018-02-20 21:06:53
36,e50a42dcb9084addbdcb9a50b2fdad09.16,5,2018-02-21 08:23:58,2018-02-21 09:23:58,2018-02-21 10:08:58,384.0,45468.0,255.0,62.0,2018-02-21 10:05:52
37,eef58c8b131e4e0b842611a1850e63dc.16,1,2018-02-20 18:43:35,2018-02-20 19:43:35,2018-02-20 20:28:35,361.0,2825.0,264.0,254.0,2018-02-20 20:26:23
38,fa2de6cfbf9848c3a10469df48636f4d.16,1,2018-02-21 08:35:24,2018-02-21 09:35:24,2018-02-21 10:20:24,129.0,1165.0,231.0,133.0,2018-02-21 10:19:32
